Video,QID,Language Query,Type,IDs,Start,End,Revision
1367e367,,Car on the road is going outside of the frame in left side,M,3,1,10,
1367e367,,Car on the road is going outside of the frame in left side,M,2,1,22,No frame from 4-5
1367e367,,Car on the road is going outside of the frame in right side,M,1,1,8,
37303a3b,,Dog is fighting with another dog,M,1,1,48,
37303a3b,,Dog is fighting with another dog,M,2,1,48,
37303a3b,,Dog is asserting dominance in the fight with another dog.,M,2,1,48,
37303a3b,,Dog is being dominated during the fight with another dog.,M,1,1,48,
54273925,,Goat is running from right side towards the left side,M,1,1,12,Frame disappear from 21-22
54273925,,Goat is running from right side towards the left side,M,2,1,12,Frame disappear at 23
54273925,,Goat is running from right side towards the left side,M,2,34,47,
54273925,,Goat coming from right side is going outside of the frame in side by running,M,1,34,43,
54273925,,Goat is running in circular way,M,1,1,43,
54273925,,Goat is running in circular way,M,2,1,48,
54273925,,Goat completes a circle while running,M,1,1,29,
54273925,,Goat completes a circle while running,M,1,1,29,
54273925,,Goat is running in clockwise direction,M,1,1,43,
54273925,,Goat is running in clockwise direction,M,2,1,48,
54273925,,Goat is running after another goat,M,2,1,43,
54273925,,Goat is following another goat,M,2,1,43,
54273925,,Goat is being followed by another goat,M,1,1,43,
6075d6b0,,Person is jumping with his bicycle while racing on the track,M,4,13,15,
6075d6b0,,Person is jumping with his bicycle while racing on the track,M,5,9,12,
6075d6b0,,Person is jumping with his bicycle while racing on the track,M,4,4,6,
6075d6b0,,Bicycle is jumping while racing on the track,M,2,13,15,
6075d6b0,,Bicycle is jumping while racing on the track,M,3,9,12,
6075d6b0,,Bicycle is jumping while racing on the track,M,2,4,6,
033333fd,,Elephant is placing its trunk in its mouth,M,1,5,17,
033333fd,,Elephant is placing its trunk in its mouth,M,4,2,13,
033333fd,,Elephant staying on the field is going outside of the frame in right side by walking,M,1,1,49,
033333fd,,Elephant walking on the field is going towards the right side,M,2,1,50,
033333fd,,Elephant entering into frame left side is walking towards the right side,M,8,24,50,
033333fd,,Elephant walking on the field is going towards the right side,M,4,1,50,
033333fd,,Elephant walking on the field is going towards the right side,M,6,1,50,
033333fd,,Elephant walking on the field is going towards the right side,M,5,1,29,
033333fd,,Elephant walking on the field is going towards the right side,M,7,4,50,Frame disappear from 40-47
62132822,,Monkey is trying to attack the dog,M,4,4,52,One Dog and others are monkey
62132822,,Monkey is trying to attack the dog,M,3,5,25,
62132822,,Dog is trying to attack monkey,M,1,32,52,
62132822,,Monkey is touching dog's head with its left hand,M,5,44,46,
62132822,,Monkey is touching dog's head with its left hand,M,4,50,52,
62132822,,Dog is maintaining a distance from monkeys to avoid attacks,M,1,6,31,
62132822,,Monkey is abstaining from attacking the dog,M,5,1,43,
62132822,,Monkey is abstaining from attacking the dog,M,2,1,52,Goes outside of the frame at 47 and appears again 48
62132822,,Monkey is touching the backside of another monkey with its head,M,5,5,17,
62132822,,Monkey is going towards the opposite of the camera and coming back again to attack the dog,M,4,31,41,
59992293,,Cat is going from one spot to another spot by jumping,M,4,5,7,
59992293,,Cat is going from one spot to another spot by jumping,M,4,13,16,
59992293,,Cat is going from one spot to another spot by jumping,M,4,29,31,
59992293,,Cat is raising its front two legs,M,4,8,11,
59992293,,Cat is raising its front two legs,M,4,20,23,
59992293,,Cat is playing with another cat,M,4,17,53,
59992293,,Cat is playing with another cat,M,5,17,53,
59992293,,Cat is lying down on the ground while playing with another cat,M,4,45,53,
59992293,,Cat is running after another cat,M,5,37,43,
59992293,,Cat is stationary and remains in the same place.,O,2,1,53,
59992293,,Bunny is coming towards the camera,M,6,12,17,
59992293,,Bunny is going towards the opposite of the camera to its initial position,M,6,41,51,
59992293,,Bunny is going from rigt side towards the left side,M,7,20,26,
59992293,,Bunny on the field is going outside of the frame in right side,M,7,34,39,
59992293,,Bunny entering into frame from left side is going towards the right side,M,1,41,53,
59992293,,Bunny is situated between two playing cats,M,3,22,29,Frame disappear at 28
59992293,,Bunny is eating grass on the ground,M,6,18,35,
197f6587,,Dog is playing with another dog,M,1,1,54,
197f6587,,Dog is playing with another dog,M,2,1,54,
197f6587,,Dog is lying down on the floor while playing with another dog,M,1,7,16,
197f6587,,Dog is pushing another dog against the wall while playing,M,2,26,51,
197f6587,,Dog is being pushed by another dog against the wall while playing,M,1,26,51,
800e3c14,,Fighter jet is going faster than other fighter jet,M,1,1,54,
800e3c14,,Fighter jet is going slower than other fighter jet,M,2,1,54,
592b4dee,,Bunny is turning its body right side to left side,M,2,3,8,
592b4dee,,Bunny is going over another bunny,M,3,38,43,
592b4dee,,Bunny is going from one side of another bunny to another side of another bunny,M,3,38,49,
592b4dee,,Bunny is eating food with another bunny at the same place,M,3,15,37,
592b4dee,,Bunny is eating food with another bunny at the same place,M,1,15,37,
4975a81d,,Parrot facing its face to the camera side is turning towards the opposite of the camera,M,1,8,14,
4975a81d,,Parrot is flying from bird perch stand to cage's wall,M,1,16,18,
4975a81d,,Parrot is going down by climbing cage's wall,M,1,19,25,
4975a81d,,Parrot is eating food from food container,M,1,29,32,
4975a81d,,Parrot is flying from bird perch stand to cage's wall,M,2,36,38,
4975a81d,,Parrot is going from cage's wall to bird perch stand,M,2,39,44,
4975a81d,,Parrot seated on bird perch stand is going outside of the frame in top side,M,2,45,58,
359003f8,,Bear facing its face to the opposite of the camera is turning towards the left side,M,4,1,11,
359003f8,,Bear is walking from right side towards the left side,M,4,12,148,
359003f8,,Bear is passing by another two bear while walking,M,4,54,91,
359003f8,,Bear is making U-turn,M,4,149,168,
359003f8,,Bear changing its walking direction in front of another bear,M,4,149,168,
359003f8,,Bear walking on the ground is going towards the right side,M,4,169,266,
359003f8,,Bear is passing by another two bear while walking,M,4,230,264,
359003f8,,Bear walking on the ground is going towards the right side,M,2,1,157,
359003f8,,Bear walking on the ground is going towards the right side,M,3,1,157,
359003f8,,Bear is passing by another bear while walking,M,3,54,91,
359003f8,,Bear is passing by another bear while walking,M,2,68,91,
359003f8,,Bear is passing by another bear while walking,M,3,230,264,
359003f8,,Bear is passing by another bear while walking,M,2,230,253,
359003f8,,Bear is making U-turn,M,3,90,106,
359003f8,,Bear is walking backwards,M,3,107,153,
359003f8,,Bear is making U-turn,M,2,163,200,
359003f8,,Bear is deviating from its usual walking path.,M,3,195,250,
359003f8,,Bear is walking from right side towards the left side,M,2,201,266,
359003f8,,Bear is stationary and remains in the same place.,O,1,1,266,
14655f54,,Elephant is coming to a person,M,1,1,6,
14655f54,,Elephant is pulling the person's T-shirt with its trunk,M,1,23,27,
14655f54,,Elephant is trying to move the person with its front right leg,M,1,32,93,
14655f54,,Elephant is trying to hold the person's left hand with its trunk,M,1,126,147,
14655f54,,Person lying on the ground is rising up,M,5,159,174,
14655f54,,Person is touching the elephant's front left leg with his left hand,M,5,175,177,
14655f54,,Person is touching the elephant's face with his right hand,M,8,157,159,
14655f54,,Elephant is walking towards the right side,M,9,1,103,
14655f54,,Elephant coming from right side is standing briefly and then walking again,M,2,32,180,
578f71da,,Lizard is following the movement of person's hand,M,2,6,76,
578f71da,,Lizard is following the movement of person's hand,M,3,51,57,
578f71da,,Lizard is following the movement of person's hand,M,4,1,67,
578f71da,,Lizard is taking food from the floor,M,2,95,99,
578f71da,,Lizard is taking food from the floor,M,3,128,132,
578f71da,,Lizard is being moved by person's hand,M,1,163,175,
578f71da,,Lizard is looking for the food while the food is beneath its body,M,4,145,175,
111e0a5c,,Zebra is walking from left side towards the right side,M,1,1,80,
111e0a5c,,Zebra is walking from left side towards the right side,M,2,1,80,
111e0a5c,,Zebra is walking from left side towards the right side,M,3,1,80,
111e0a5c,,Zebra coming towards the camera side is walking towards left side briefly,M,1,96,175,
111e0a5c,,"Zebra, initially moving towards the camera, is briefly going to the left side",M,1,96,146,
111e0a5c,,Zebra is searching for something on the ground,M,2,144,153,
111e0a5c,,Zebra is going outside of the frame in right side from the field by running,M,3,157,161,
111e0a5c,,Zebra coming inside of the frame from right side is making U-turn,M,10,127,150,
100f6ecf,,Cat is top of another cat during fighting,M,1,39,59,
100f6ecf,,Cat is fighting with another cat,M,1,39,83,
100f6ecf,,Cat is fighting with another cat,M,2,39,83,
100f6ecf,,Cat is taking a momentary pause in the midst of the fight,M,1,84,128,
100f6ecf,,Cat is taking a momentary pause in the midst of the fight,M,2,84,128,
100f6ecf,,Cat is fighting with another cat after taking a momentary pause,M,1,84,162,
100f6ecf,,Cat is fighting with another cat after taking a momentary pause,M,2,84,162,
100f6ecf,,Cat is asserting dominance in the fight with another cat,M,1,39,83,
100f6ecf,,Cat is being dominated during the fight with another cat,M,2,39,83,
100f6ecf,,Cat is asserting dominance in the fight with another cat,M,1,135,162,
100f6ecf,,Cat is being dominated during the fight with another cat,M,2,135,162,
414ca58b,,Person with motorcycle is going one spot to another spot by jumping,M,2,1,15,Frame disappears several times.
414ca58b,,Person with motorcycle is going one spot to another spot by jumping,M,4,15,20,
414ca58b,,Person with motorcycle is going one spot to another spot by jumping,M,2,37,38,
414ca58b,,Person with motorcycle is going one spot to another spot by jumping,M,9,30,31,
414ca58b,,Person with motorcycle entering into frame from right side by jumping is going outside of the frame in bottom side,M,8,17,24,
414ca58b,,Motorcycle entering into frame by jumping is going outside of the frame in bottom side,M,9,17,24,
414ca58b,,Motorcycle is going one spot to another spot by jumping,M,3,1,15,
414ca58b,,Motorcycle is going one spot to another spot by jumping,M,5,15,20,
414ca58b,,Motorcycle is going one spot to another spot by jumping,M,3,37,38,
414ca58b,,Motorcycle is going one spot to another spot by jumping,M,10,30,31,
414ca58b,,Person with motorcycle entering into frame from right side is going outside of the frame in bottom side,M,12,28,36,
414ca58b,,Motorcycle entering into frame from right side is going outside of the frame in bottom side,M,11,27,34,
115da184,,Tiger is attacking a zebra,M,,1,60,No box
115da184,,Zebra is being attacked by tiger,M,6,1,60,
115da184,,Zebra is trying to save itself from tiger's paw,M,6,1,60,
115da184,,Zebra on the ground is going outside of the frame in right side,M,1,,59,
115da184,,Zebra on the ground is going outside of the frame in right side,M,2,,38,
115da184,,Zebra on the ground is going outside of the frame in right side,M,3,,45,
115da184,,Zebra on the ground is going outside of the frame in right side,M,4,,35,
115da184,,Zebra on the ground is going outside of the frame in right side,M,5,,28,
115da184,,Zebra entering into frame from left side is going outside of the frame in right side,M,10,28,50,
115da184,,Zebra entering into frame from left side is going outside of the frame in right side,M,11,28,49,
115da184,,Zebra is stationary and remains in the same place.,O,7,1,60,
115da184,,Zebra is stationary and remains in the same place.,O,8,1,60,
398d41f5,,Bird is disturbing another birds,M,4,1,60,
398d41f5,,Pigeon is being disturbed by another bird while eating,M,1,22,45,
398d41f5,,Pigeon is being disturbed by another bird while eating,M,2,23,44,
398d41f5,,Pigeon is being disturbed by another bird while eating,M,5,40,60,
398d41f5,,Pigeon is being disturbed by another bird while eating,M,6,46,54,
398d41f5,,Pigeon is being disturbed by another bird while eating,M,9,46,54,
398d41f5,,Bird is walking over the food container while disturbing another birds,M,4,41,52,
398d41f5,,Bird is standing on top of the food container,M,1,38,60,
64044df1,,Vehicle on the road is going outside of the frame in right side,M,1,1,8,
64044df1,,Vehicle entering into road from left side is going outside of the frame in right side,M,12,19,25,
64044df1,,Vehicle entering into road from left side is going outside of the frame in right side,M,14,49,57,
64044df1,,Vehicle entering into road from right side is going outside of the frame in left side,M,8,8,17,
64044df1,,Vehicle entering into road from right side is going outside of the frame in left side,M,9,16,25,
64044df1,,Vehicle entering into road from right side is going towards the left side,M,13,48,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,2,1,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,3,1,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,4,1,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,5,1,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,6,1,60,
64044df1,,Vehicle is stationary and remains in the same place.,O,7,1,60,
708098a9,,Tiger is attacking another tiger,M,2,6,14,
708098a9,,Tiger is being attacked by another tiger,M,1,6,14,
708098a9,,Tiger is attacking another tiger,M,2,28,40,
708098a9,,Tiger is being attacked by another tiger,M,1,28,40,
708098a9,,Tiger is going towards left side while attacking another tiger,M,2,28,40,
708098a9,,Tiger is going towards left side while being attacked by another tiger,M,1,28,40,
6149becc,,Duck is turning its whole body from left side to right side,M,2,5,10,
6149becc,,Duck is turning its whole body from left side to right side,M,1,8,19,
6149becc,,Duck is looking towards the camera,M,2,26,30,
6149becc,,Duck is turning its whole body from right side to left side,M,2,89,97,
6149becc,,Duck is turning its whole body from right side to left side,M,1,72,86,
6149becc,,Duck is looking towards the camera,M,1,128,134,
6149becc,,Duck is looking towards the camera,M,4,59,71,
6149becc,,Duck is turning its whole body from left side to right side,M,4,104,120,
6149becc,,Duck is looking towards the camera,M,4,139,151,
6149becc,,Duck is looking towards the camera,M,4,159,171,
6149becc,,Duck is stepping over the leg of another duck while moving,M,1,156,162,
6149becc,,Duck is keeping its back side towards the camera,M,3,62,158,
214aeac3,,Goat is sniffing on the right side wall,M,1,2,14,
214aeac3,,Goat is sniffing on the right side wall,M,2,15,20,
214aeac3,,Goat is sniffing on the right side wall,M,2,31,34,
214aeac3,,Goat is walking behind everyone,M,1,17,31,
214aeac3,,Goat is looking towards the camera,M,2,82,90,
214aeac3,,Goat is looking towards the camera,M,3,7,15,
214aeac3,,Goat is looking towards the camera,M,3,56,60,
214aeac3,,Goat is turning its whole body from left side to right side,M,3,87,103,
214aeac3,,Goat is looking towards the camera,M,3,137,142,
214aeac3,,Goat is looking towards the camera,M,4,14,20,
214aeac3,,Goat is looking towards the camera,M,5,31,35,
214aeac3,,Goat is looking towards the camera,M,6,1,16,
214aeac3,,Goat is looking towards the camera,M,7,1,3,
214aeac3,,Goat is looking towards the camera,M,7,20,35,
214aeac3,,Goat is looking towards the camera,M,7,57,85,
60827ada,,Pigeon is walking behind the plastic bowl,M,4,5,15,
60827ada,,Pigeon is eating food from the floor,M,4,20,23,
60827ada,,Pigeon is disappearing behind the plastic bucket,M,4,38,66,
60827ada,,Pigeon entering into frame from right side is walking left side briefly,M,5,30,40,
60827ada,,Pigeon is eating food from the floor,M,5,47,48,
60827ada,,Pigeon entering into frame from top side by flying down to the floor,M,6,83,85,
78a1f4b1,,Person is walking towards the railing,M,1,1,30,
78a1f4b1,,Person is using the left hand to pointing towards the left side,M,1,12,17,
78a1f4b1,,Person is standing in front of the railing,M,1,31,143,
78a1f4b1,,Person is looking towards the left side while standing in front of the railing,M,1,52,55,
78a1f4b1,,Person is looking towards the left side while standing in front of the railing,M,1,68,98,
78a1f4b1,,Boat is departing from the shore,M,3,1,143,
78a1f4b1,,Boat is going from right side towards the left side,M,4,1,143,Frame disappears from 55-85
78a1f4b1,,Person inside the boat is sitting down,M,2,52,58,
44476e77,,Turtle is keeping its head out of water while swimming,M,1,1,22,
44476e77,,Turtle is keeping its head out of water while swimming,M,1,40,63,
44476e77,,Turtle is keeping its head out of water while swimming,M,1,99,103,
44476e77,,Turtle is keeping its head out of water while swimming,M,9,99,118,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,2,1,85,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,3,1,118,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,4,1,76,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,5,3,56,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,6,20,118,
44476e77,,Turtle is keeping its whole body inside water while swimming,M,7,46,69,
44476e77,,Turtle coming from right side is going outside of the frame in left side by swimming,M,4,1,76,
44476e77,,Turtle swimming in the water is going outside of the frame in right side,M,2,1,85,
44476e77,,Turtle swimming in the water is going outside of the frame in right side,M,5,1,56,
44476e77,,Turtle entering into frame from bottom side is swimming towards the surface of the water,M,9,65,97,
19801183,,Puppy is pushing another puppy while playing,M,2,17,25,
19801183,,Puppy is being pushed by another puppy while playing,M,1,17,25,
19801183,,Puppy is lying down on the ground while playing,M,2,29,120,
19801183,,Puppy is placing its front right leg on the back of another puppy,M,1,30,39,
19801183,,puppy is on top of another puppy,M,1,43,135,
19801183,,Puppy is trying to stand up,M,2,121,135,
19801183,,puppy is on top of another puppy,O,1,1,6,
790285e8,,Bird is moving circular path in anticlockwise direction,M,1,1,45,
790285e8,,Bird is moving circular path in anticlockwise direction,M,2,1,45,
790285e8,,Bird is jumping from the field,M,1,71,75,
790285e8,,Bird is jumping from the field,M,1,76,79,
790285e8,,Bird coming from right side is standing in the same place,M,3,1,130,
790285e8,,Bird coming from right side is standing in the same place,M,4,1,130,
790285e8,,Bird coming from right side is watching other birds playing or fighting,M,3,1,130,
790285e8,,Bird coming from right side is watching other birds playing or fighting,M,4,1,130,
790285e8,,Bird is playing or fighting with another bird,M,1,1,130,
790285e8,,Bird is playing or fighting with another bird,M,2,1,130,
258944c8,,Bear is walking with its hind legs,M,3,1,29,
258944c8,,Bear is coming towards the person,M,3,1,13,
258944c8,,Bear is taking food from a person,M,3,14,16,
258944c8,,Bear is practicing a travel exercise on parallel bars,M,3,62,110,
258944c8,,Person is feeding the bear,M,1,14,16,Only one person but activity in certain frames
258944c8,,Person is adjusting the bear's paw on the parallel bars using a stick,M,1,31,33,
258944c8,,Bear is stationary and remains seated in the same place.,O,2,1,91,
316931f8,,Bear is searching for something on the ground,M,1,1,108,
316931f8,,Bear is going outside of the frame in left side by walking after going towards the right side,M,2,1,91,
316931f8,,Bear is searching for something on the ground,M,3,1,20,
316931f8,,Bear is searching for something on the ground,M,3,56,76,
316931f8,,Bear is walking towards the opposite of the camera,M,4,1,59,
316931f8,,Bear is searching for something on the ground,M,4,56,71,
316931f8,,Bear is standing on its hind legs,M,5,41,79,
316931f8,,Bear on the field is walking towards the right side,M,3,45,108,
316931f8,,Bear on the field is walking towards the right side,M,5,83,108,
316931f8,,Bear entering into frame from left side is going towards the right side,M,6,55,108,
484d48a3,,Vehicle entering into frame from left side is going outside of the frame in right side,M,3,9,41,
484d48a3,,Vehicle entering into frame from left side is going outside of the frame in right side,M,4,35,53,
484d48a3,,Vehicle entering into frame from right side is going towards the left side,M,5,52,96,
484d48a3,,Vehicle on the road is going outside of the frame in left side,M,1,1,83,
484d48a3,,Person on the road is going outside of the frame in left side,O,2,1,87,One person and frame disappears 50-82
8036b58e,,Giraffe walking on the field is going towards the inside of the building,M,1,1,108,
8036b58e,,Giraffe is making U turn,M,3,45,64,
8036b58e,,Giraffe is walking by the side of the building,M,4,1,60,
8036b58e,,Giraffe is walking by the side of the building,M,2,32,77,
8036b58e,,Giraffe is walking towards the left side,M,3,65,108,
8036b58e,,Giraffe is walking towards the left side,M,2,78,108,
8036b58e,,Giraffe is walking towards the left side,M,4,62,108,
0558d0ed,,cat is walking beneath the wooden stair,M,5,32,44,
0558d0ed,,cat is walking beneath the wooden stair,M,2,56,59,
0558d0ed,,cat is walking beneath the wooden stair,M,2,86,93,
0558d0ed,,Cat is fighting with another cat while standing on its hind legs,M,2,13,24,
0558d0ed,,Cat is fighting with another cat,M,1,13,24,
0558d0ed,,Cat is fighting with another cat,M,2,13,24,
0558d0ed,,Cat is attacking another cat by jumping,M,2,36,39,
0558d0ed,,Cat is trying to get on the stair,M,2,42,45,
0558d0ed,,Cat is attacking another cat,M,1,51,59,
0558d0ed,,Cat is attacking another cat by jumping,M,2,36,39,
0558d0ed,,Cat is ascending the stairs,M,1,91,100,
0558d0ed,,Cat walking towards the right side is going outside of the frame in right side,M,5,64,78,
0558d0ed,,Cat walking beneath the wooden stair is going outside of the frame in right side,M,2,86,94,
5879983c,,Person on the motorcycle is descending from the ramp to the floor,M,1,1,14,
5879983c,,Person on the motorcycle is descending from the ramp to the floor,M,2,1,14,
5879983c,,Motorcycle is descending from the ramp to the floor,M,3,1,14,
5879983c,,Motorcycle is descending from the ramp to the floor,M,4,1,14,
5879983c,,Person on motorcycle is going over the hollow cylinders,M,1,18,36,
5879983c,,Person on motorcycle is going over the hollow cylinders,M,2,18,35,
5879983c,,Motorcycle is going over the hollow cylinders,M,3,18,36,
5879983c,,Motorcycle is going over the hollow cylinders,M,4,18,35,
5879983c,,Person on motorcycle is going over the cube,M,2,46,56,
5879983c,,Person on motorcycle is going over the cube,M,1,51,61,
5879983c,,Motorcycle is going over the cube,M,4,46,56,
5879983c,,Motorcycle is going over the cube,M,3,51,61,
5879983c,,Person on motorcycle is going over the sphere,M,2,65,74,
5879983c,,Person on motorcycle is going over the sphere,M,1,73,85,
5879983c,,Motorcycle is going over the sphere,M,4,65,74,
5879983c,,Motorcycle is going over the sphere,M,3,73,85,
5879983c,,Person on motorcycle is making u turn,M,2,80,90,
5879983c,,Motorcycle is making u turn,M,4,80,90,
5879983c,,Person on motorcycle is going faster than other person,M,2,1,96,
5879983c,,Motorcycle is going faster than other motorcycle,M,4,1,96,
5879983c,,Person on motorcycle is going slower than other person,M,1,1,96,
5879983c,,Motorcycle is going slower than other person,M,3,1,96,
5879983c,,Person on motorcycle is going down from the cube to the floor,M,2,53,58,
5879983c,,Person on motorcycle is going down from the cube to the floor,M,1,58,65,
5879983c,,Motorcycle is going down from the cube to the floor,M,4,53,58,
5879983c,,Motorcycle is going down from the cube to the floor,M,3,58,65,
5879983c,,Person on motorcycle is going down from the sphere to the floor,M,2,72,79,
5879983c,,Person on motorcycle is going down from the sphere to the floor,M,1,84,89,
5879983c,,Motorcycle is going down from the sphere to the floor,M,4,72,79,
5879983c,,Motorcycle is going down from the sphere to the floor,M,3,84,89,
77110e80,,Cow is fighting with another cow,M,1,3,85,
77110e80,,Cow is fighting with another cow,M,2,3,85,
77110e80,,Cow is asserting dominance in the fight with another cow,M,1,3,85,
77110e80,,Cow is being dominated during the fight with another cow,M,2,3,85,
77110e80,,Cow is pushing another cow backwards during fighting,M,1,4,85,
77110e80,,Cow is being pushed backwards by another cow during fighting,M,2,4,85,
77110e80,,Cow is moving in a circular way while fighting,M,2,19,85,
77110e80,,Cow is moving in a circular way while fighting,M,1,17,85,
77110e80,,Cow is moving circular path in clockwise direction,M,2,19,85,
77110e80,,Cow is moving circular path in clockwise direction,M,1,17,85,
34504f63,,Monkey is going from boat towards the shore,M,1,74,84,
34504f63,,Monkey is drinking water from boat,M,2,7,16,
34504f63,,Monkey is sitting on the edge of the boat with its hand resting on a stone for support,M,2,31,50,
34504f63,,Monkey is going from one edge to the opposite edge of the boat,M,2,60,73,
34504f63,,Monkey is drinking water from lake,M,3,1,15,
34504f63,,Monkey is going from boat to the shore by jumping,M,3,36,37,
34504f63,,Monkey is going over another monkey by jumping while going from boat to shore,M,3,36,37,
34504f63,,Monkey is walking towards the left side,M,3,50,78,
34504f63,,Monkey is going from shore to the boat,M,5,57,63,
34504f63,,Monkey is attacking another monkey,M,9,22,26,
34504f63,,Monkey is being attacked by another monkey,M,6,22,26,
34504f63,,Monkey is going from shore to the boat,M,7,19,23,
34504f63,,Monkey on the field is coming to the shore,M,5,6,21,
34504f63,,Monkey entering into frame from top side is coming towards the shore,M,10,30,84,
34504f63,,Monkey entering into frame from top side is getting on top of the tree log,M,11,48,55,
34504f63,,Monkey is looking backside while sitting on the stone,M,5,28,46,
62529cd4,,Pigeon is going towards the right side and then going opposite of the camera,M,2,33,40,
62529cd4,,Pigeon is disturbing another pigeon,M,3,29,160,
62529cd4,,Pigeon is being disturbing by another pigeon,M,2,29,160,
62529cd4,,Pigeon is going towards the left side and then going towards the camera,M,2,77,87,
28191f94,,Fish is swimming from bottom of the aquarium to the top of the aquarium,M,2,56,65,
28191f94,,Fish is moving from bottom of the aquarium to the top of the aquarium,M,2,56,65,
28191f94,,Fish is swimming from bottom of the aquarium to the middle of the aquarium,M,4,17,27,Frame disappears at 21
28191f94,,Fish is moving from bottom of the aquarium to the middle of the aquarium,M,4,17,27,
28191f94,,Fish is swimming from middle of the aquarium to the top of aquarium,M,4,57,64,
28191f94,,Fish is moving from middle of the aquarium to the top of aquarium,M,4,57,64,
28191f94,,Fish is swimming from middle of the aquarium to the top of aquarium,M,7,60,64,
28191f94,,Fish is moving from middle of the aquarium to the top of aquarium,M,7,60,64,
28191f94,,Fish is swimming from top of the aquarium to the middle of the aquarium,M,4,85,112,
28191f94,,Fish is moving from top of the aquarium to the middle of the aquarium,M,4,85,112,
28191f94,,Fish is swimming from top of the aquarium to the middle of the aquarium,M,7,85,112,
28191f94,,Fish is moving from top of the aquarium to the middle of the aquarium,M,7,85,112,
28191f94,,Fish is swimming from top of the aquarium to the bottom of the aquarium,M,2,72,103,
28191f94,,Fish is moving from top of the aquarium to the bottom of the aquarium,M,2,72,103,
28191f94,,Fish is swimming from middle of the aquarium to the bottom of aquarium,M,3,84,106,
28191f94,,Fish is moving from middle of the aquarium to the bottom of aquarium,M,3,84,106,
28191f94,,Fish is stationary and remains in the same place.,O,5,1,120,
181ec185,,Cow is walking towards the opposite of the camera,M,1,12,57,
181ec185,,Cow is looking towards the right side while keeping its backside towards the camera,M,1,58,86,
181ec185,,Cow is looking towards the camera while keeping its backside towards the camera,M,1,88,101,
181ec185,,Cow is looking towards the right side while keeping its backside towards the camera,M,1,103,113,
181ec185,,Cow is looking towards the left side while keeping its backside towards the opposite of the camera,M,6,22,83,
181ec185,,Cow is walking towards the opposite of the camera briefly and then going towards the right side,M,2,63,92,
181ec185,,Cow entering into frame from left side is looking towards the camera,M,12,55,113,
181ec185,,Cow coming from right side is walking towards the opposite of the camera,M,11,54,120,
181ec185,,Cow is walking towards the opposite of the camera,M,11,86,120,
57014c7d,,Duck is leading other ducks,M,5,1,88,
57014c7d,,Duck on the field is going outside of the frame in left side,M,5,1,88,
57014c7d,,Duck is walking towards the left side,M,6,9,89,
57014c7d,,Duck is walking towards the left side,M,7,19,89,
57014c7d,,Duck is walking towards the left side,M,8,1,89,
57014c7d,,Duck is walking towards the left side,M,4,23,89,
57014c7d,,Duck is walking towards the left side,M,2,74,89,
3067f9fa,,Goat is turning its head towards the opposite of the camera,M,1,1,7,
3067f9fa,,Goat is looking towards the camera,M,8,68,89,
3067f9fa,,Goat is looking towards the camera,M,3,83,89,
3067f9fa,,Goat is walking towards the opposite of the camera,M,3,53,77,
251bf059,,Dog is peeing on the tier of a car,M,1,53,60,
251bf059,,Dog is going towards the car,M,1,26,44,
251bf059,,Dog is going towards the car,M,3,39,55,
251bf059,,Dog is going towards the car,M,4,27,55,
251bf059,,Dog is going towards the car,M,5,39,66,
251bf059,,Dog is the first to go toward the car,M,1,1,44,
251bf059,,Dog is the last to go toward the car,M,5,1,66,
251bf059,,Dog refrains from approaching the car,M,2,1,84,
63437cf3,,Cow is fighting with another cow,M,1,1,70,
63437cf3,,Cow is fighting with another cow,M,2,1,70,
63437cf3,,Cow is asserting dominance in the fight with another cow,M,1,1,70,
63437cf3,,Cow is being dominated during the fight with another cow,M,1,1,70,
6763a576,,Bear is walking towards the left side,M,1,1,52,
6763a576,,Bear is walking towards the left side,M,4,11,32,
6763a576,,Bear is walking towards the left side,M,2,37,68,
6763a576,,Bear is walking towards the left side,M,3,43,68,
6763a576,,Bear is eating grass from the field,M,3,28,38,
6763a576,,Bear is eating grass from the field,M,4,38,55,
6763a576,,Bear is eating grass from the field,M,1,55,70,
657c9dd9,,Dog is fighting with another dog,M,1,1,65,
657c9dd9,,Dog is fighting with another dog,M,2,1,65,
657c9dd9,,Dog is asserting dominance in the fight with another dog.,M,1,1,65,
657c9dd9,,Dog is being dominated during the fight with another dog.,M,2,1,65,
657c9dd9,,Dog is top of another dog during fighting,M,1,18,30,
657c9dd9,,Dog is below another dog during fighting,M,2,18,30,
7744dc51,,Goat on the field is going outside of the frame in left side,M,1,1,78,
7744dc51,,Goat is walking towards the camera,M,1,1,19,
7744dc51,,Goat is walking towards the camera,M,2,1,42,
7744dc51,,Goat is walking towards the camera,M,2,68,102,
7744dc51,,Goat is walking towards the camera,M,3,84,102,
7744dc51,,Goat is walking towards the left side,M,2,45,60,
